Title,Old Url,New Url,Status,Notes,Group,Name,Whole Tag,Suggested Links
disability-dp,http://www.direct.gov.uk/disability-dp,https://www.gov.uk/financial-help-disabled,301,Currently redirects to en/DisabledPeople/FinancialSupport/DG_10016128,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
disability-education,http://www.direct.gov.uk/disability-education,https://www.gov.uk/rights-disabled-person/education-rights,301,Currently redirects to en/DisabledPeople/EducationAndTraining/index.htm,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
disability-eduction,http://www.direct.gov.uk/disability-eduction,https://www.gov.uk/rights-disabled-person/education-rights,301,Currently redirects to en/DisabledPeople/EducationAndTraining/index.htm,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
disability-health,http://www.direct.gov.uk/disability-health,http://www.direct.gov.uk/en/DisabledPeople/HealthAndSupport/index.htm,301,Currently redirects to en/DisabledPeople/HealthAndSupport/index.htm,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,http://www.nhs.uk/LiveWell/Disability/Pages/Disabilityhome.aspx
disability-home,http://www.direct.gov.uk/disability-home,https://www.gov.uk/financial-help-disabled/home-and-housing,301,Currently redirects to en/DisabledPeople/HomeAndHousingOptions/index.htm,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
disability-housing,http://www.direct.gov.uk/disability-housing,https://www.gov.uk/financial-help-disabled/home-and-housing,301,Currently redirects to en/DisabledPeople/HomeAndHousingOptions/index.htm,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
disability-ib,http://www.direct.gov.uk/disability-ib,https://www.gov.uk/browse/benefits/disability,301,"12/07/12 AK - review-o-matic shows mapping is wrong. No suitable mapping. The FURL destination is itself redirected.

Currently redirects to en/DisabledPeople/FinancialSupport/IncapacityBenefit/index.htm",content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
disability-independence,http://www.direct.gov.uk/disability-independence,https://www.gov.uk/financial-help-disabled/home-and-housing,301,Currently redirects to en/DisabledPeople/HomeAndHousingOptions/index.htm,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
disability-learning,http://www.direct.gov.uk/disability-learning,https://www.gov.uk/rights-disabled-person/education-rights,301,Currently redirects to en/DisabledPeople/EducationAndTraining/index.htm,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
disability-money,http://www.direct.gov.uk/disability-money,https://www.gov.uk/browse/benefits/disability,301,Currently redirects to en/DisabledPeople/FinancialSupport/index.htm,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
disability-motoring,http://www.direct.gov.uk/disability-motoring,https://www.gov.uk/transport-disabled,301,Currently redirects to en/DisabledPeople/MotoringAndTransport/index.htm,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
disability-rights,http://www.direct.gov.uk/disability-rights,https://www.gov.uk/rights-disabled-person,301,Currently redirects to en/DisabledPeople/RightsAndObligations/index.htm,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
disability-transport,http://www.direct.gov.uk/disability-transport,https://www.gov.uk/transport-disabled,301,Currently redirects to en/DisabledPeople/MotoringAndTransport/index.htm,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
disability-travel,http://www.direct.gov.uk/disability-travel,https://www.gov.uk/transport-disabled,301,Currently redirects to en/DisabledPeople/TravelHolidaysAndBreaks/index.htm,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
disability-vdp,http://www.direct.gov.uk/disability-vdp,https://www.gov.uk/vaccine-damage-payment,301,Currently redirects to en/DisabledPeople/FinancialSupport/OtherBenefitsAndSupport/DG_10026664,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
disability-vdpclaim,http://www.direct.gov.uk/disability-vdpclaim,https://www.gov.uk/vaccine-damage-payment#how-to-claim,301,Currently redirects to http://www.dwp.gov.uk/advisers/claimforms/vadla_print.pdf,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
disability-wheelchairs,http://www.direct.gov.uk/disability-wheelchairs,http://www.direct.gov.uk/en/DisabledPeople/HealthAndSupport/Equipment/DG_4000495,301,Currently redirects to en/DisabledPeople/HealthAndSupport/Equipment/DG_4000495,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,http://www.wheelchairmanagers.nhs.uk/services2.html
disability-youropinion,http://www.direct.gov.uk/disability-youropinion,http://www.direct.gov.uk/en/DisabledPeople/DG_10021425,301,"24/10/12 AK - updated, forcing FURLs to resolve to original DG page so they can be passed to the NA.

Currently redirects to en/DisabledPeople/DG_10021425",content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
disability-youropinions,http://www.direct.gov.uk/disability-youropinions,http://www.direct.gov.uk/en/DisabledPeople/DG_10021425,301,"24/10/12 AK - updated, forcing FURLs to resolve to original DG page so they can be passed to the NA.

Currently redirects to en/DisabledPeople/DG_10021425",content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
disabilitycommunity,http://www.direct.gov.uk/disabilitycommunity,https://www.gov.uk/financial-help-disabled/home-and-housing,301,Currently redirects to en/DisabledPeople/HomeAndHousingOptions/index.htm,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
disabilitycontacts,http://www.direct.gov.uk/disabilitycontacts,http://www.direct.gov.uk/en/Dl1/Directories/UsefulContactsByCategory/DisabledPeopleContacts/index.htm,301,"24/10/12 AK - updated, forcing FURLs to resolve to original DG page so they can be passed to the NA.

Currently redirects to en/Dl1/Directories/UsefulContactsByCategory/DisabledPeopleContacts/index.htm",content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
disabilityeducation,http://www.direct.gov.uk/disabilityeducation,https://www.gov.uk/rights-disabled-person/education-rights,301,Currently redirects to en/DisabledPeople/EducationAndTraining/index.htm,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
disabilityhealth,http://www.direct.gov.uk/disabilityhealth,http://www.direct.gov.uk/en/DisabledPeople/HealthAndSupport/index.htm,301,"24/10/12 AK - updated, forcing FURLs to resolve to original DG page so they can be passed to the NA.

Currently redirects to en/DisabledPeople/HealthAndSupport/index.htm",content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
disabilitymoney,http://www.direct.gov.uk/disabilitymoney,https://www.gov.uk/browse/benefits/disability,301,Currently redirects to en/DisabledPeople/FinancialSupport/index.htm,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
disabilityrights,http://www.direct.gov.uk/disabilityrights,https://www.gov.uk/rights-disabled-person,301,Currently redirects to en/DisabledPeople/RightsAndObligations/index.htm,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
disabilitytransport,http://www.direct.gov.uk/disabilitytransport,https://www.gov.uk/transport-disabled,301,Currently redirects to en/DisabledPeople/MotoringAndTransport/index.htm,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
disabled,http://www.direct.gov.uk/disabled,https://www.gov.uk,301,Currently redirects to en/DisabledPeople/DG_071048,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
disableddrivers,http://www.direct.gov.uk/disableddrivers,https://www.gov.uk/browse/driving/disability-health-condition,301,Currently redirects to en/DisabledPeople/MotoringAndTransport/Yourvehicleandlicence/index.htm,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
disabledpeople,http://www.direct.gov.uk/disabledpeople,https://www.gov.uk,301,Currently redirects to en/DisabledPeople/index.htm,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
disabledpeopleandcarers,http://www.direct.gov.uk/disabledpeopleandcarers,https://www.gov.uk,301,Currently redirects to en/DisabledPeople/index.htm,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
disabledstudents,http://www.direct.gov.uk/disabledstudents,https://www.gov.uk/browse/education/student-finance,301,Currently redirects to en/DisabledPeople/EducationAndTraining/HigherEducation/DG_10035904,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
discrimination,http://www.direct.gov.uk/discrimination,https://www.gov.uk/discrimination-your-rights/discrimination-at-work,301,Currently redirects to en/Employment/ResolvingWorkplaceDisputes/DiscriminationAtWork/DG_10026557,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
disruptionworkrights,http://www.direct.gov.uk/disruptionworkrights,https://www.gov.uk/travel-disruption-your-rights-at-work,301,Currently redirects to en/Employment/Employees/Timeoffandholidays/DG_184199,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
doesitworkforyou,http://www.direct.gov.uk/doesitworkforyou,https://www.gov.uk/working-tax-credit,301,"Currently redirects to en/MoneyTaxAndBenefits/TaxCreditsandChildBenefit/index.htm

01/06 AK - old, furl redirects from above to top level - http://www.direct.gov.uk/en/MoneyTaxAndBenefits/index.htm",content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
doitonline,http://www.direct.gov.uk/doitonline,https://www.gov.uk/,301,Currently redirects to en/Diol1/DoItOnline/index.htm,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
domesticviolence,http://www.direct.gov.uk/domesticviolence,https://www.gov.uk/report-domestic-abuse,301,Currently redirects to en/CrimeJusticeAndTheLaw/Typesofcrime/DG_4003136?CID=CAJ&PLA=url_mon&CRE=domestic_violence,content-type site source status destination,alias directgov aliases closed content,content-type:alias site:directgov source:aliases status:closed destination:content,
dontbringmeback,http://www.direct.gov.uk/dontbringmeback,https://www.gov.uk/bringing-food-animals-plants-into-uk/pets-and-other-animals,301,Currently redirects to http://dontbringmeback.direct.gov.uk/index.html,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
dormantaccount,http://www.direct.gov.uk/dormantaccount,http://www.direct.gov.uk/en/Diol1/DoItOnline/DoItOnlineByCategory/DG_072556,301,Currently redirects to en/Diol1/DoItOnline/DoItOnlineByCategory/DG_072556,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,http://www.mylostaccount.org.uk
dotgovlab,http://www.direct.gov.uk/dotgovlab,http://dotgovlabs.direct.gov.uk,301,Currently redirects to http://dotgovlabs.direct.gov.uk,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
dotgovlabs,http://www.direct.gov.uk/dotgovlabs,http://dotgovlabs.direct.gov.uk,301,Currently redirects to http://dotgovlabs.direct.gov.uk,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
downloadv62,http://www.direct.gov.uk/downloadv62,https://www.gov.uk/vehicle-registration-certificate-v5c-log-book,301,Currently redirects to en/Diol1/DoItOnline/DG_4017825,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
dpn,http://www.direct.gov.uk/dpn,https://www.gov.uk,301,Currently redirects to en/DisabledPeople/index.htm?CID=dpn&PLA=print,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
dpncarers,http://www.direct.gov.uk/dpncarers,https://www.gov.uk,301,Currently redirects to en/CaringForSomeone/index.htm?CID=dpn&PLA=print,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
draftprogramme,http://www.direct.gov.uk/draftprogramme,https://www.gov.uk/parliament-mps/overview,301,Currently redirects to en/Governmentcitizensandrights/UKgovernment/Parliament/DG_073146,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
drivercpc,http://www.direct.gov.uk/drivercpc,https://www.gov.uk/driver-certificate-of-professional-competence-cpc,301,Currently redirects to en/Motoring/Drivingforaliving/DG_171186,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
driverhealth,http://www.direct.gov.uk/driverhealth,https://www.gov.uk/browse/driving,301,Currently redirects to en/Motoring/DriverLicensing/MedicalRulesForDrivers/index.htm,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
driverinfo,http://www.direct.gov.uk/driverinfo,https://www.gov.uk/browse/driving#/your-driving-licence,301,Currently redirects to en/Motoring/DriverLicensing/NeedANewOrUpdatedLicence/DG_283,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
driverretraining,http://www.direct.gov.uk/driverretraining,https://www.gov.uk/book-national-driver-offender-retraining-course,301,Currently redirects to en/Motoring/DriverLicensing/EndorsementsAndDisqualifications/DG_178859,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
driversfees,http://www.direct.gov.uk/driversfees,https://www.gov.uk/driving-licence-fees,301,Currently redirects to en/Motoring/DriverLicensing/NeedANewOrUpdatedLicence/DG_4022089?CID=Drivers_fees&CRE=furl,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
driverslicence,http://www.direct.gov.uk/driverslicence,https://www.gov.uk/browse/driving#/your-driving-licence,301,Currently redirects to en/Motoring/Motoringtransactions/DG_10032681?CID=Mar_friendly&PLA=DM&CRE=DLO,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
driversrecord,http://www.direct.gov.uk/driversrecord,https://www.gov.uk/driving-lessons-who-can-teach-you,301,Currently redirects to en/Motoring/LearnerAndNewDrivers/PracticalTest/DG_4022483,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
driving,http://www.direct.gov.uk/driving,https://www.gov.uk/browse/driving,301,Currently redirects to en/Motoring/DriverLicensing/index.htm,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
drivingandmedicalconditions,http://www.direct.gov.uk/drivingandmedicalconditions,https://www.gov.uk/health-conditions-and-driving,301,Currently redirects to en/Motoring/DriverLicensing/MedicalRulesForDrivers/MedicalA-Z/DG_183883,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
drivingdisqualifications,http://www.direct.gov.uk/drivingdisqualifications,https://www.gov.uk/penalty-points-endorsements/overview,301,Currently redirects to en/Motoring/DriverLicensing/EndorsementsAndDisqualifications/DG_4022550,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
drivingforaliving,http://www.direct.gov.uk/drivingforaliving,https://www.gov.uk/browse/driving/businesses,301,Currently redirects to en/Motoring/Drivingforaliving/index.htm?CID=Motoring&PLA=Fri_url_mon&CRE=driving_for_a_living,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
drivinglaw,http://www.direct.gov.uk/drivinglaw,https://www.gov.uk/legal-obligations-drivers-riders,301,Currently redirects to en/Motoring/BuyingAndSellingAVehicle/AdviceOnBuyingAndSellingAVehicle/DG_4022406,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
drivinglicence,http://www.direct.gov.uk/drivinglicence,https://www.gov.uk/browse/driving#/your-driving-licence,301,Currently redirects to en/Motoring/Motoringtransactions/DG_10032681?CID=Motoring&PLA=url_mon&CRE=driving_licence,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
drivingtest,http://www.direct.gov.uk/drivingtest,https://www.gov.uk/browse/driving/learning-to-drive,301,"18/07/12 AK - updated mapping; review-o-matic.

Currently redirects to http://www.direct.gov.uk/en/Motoring/LearnerAndNewDrivers/index.htm",content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
drivingtestexpenses,http://www.direct.gov.uk/drivingtestexpenses,https://www.gov.uk/practical-driving-test-for-cars/cancelled-or-stopped-tests-and-bad-weather,301,"Currently redirects to en/Diol1/DoItOnline/DG_196463?CID=Motoring&PLA=url_mon&CRE=driving_test_expenses

11/07/12 AK - updated mapping; review-o-matic.",content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,
drivingtestfees,http://www.direct.gov.uk/drivingtestfees,https://www.gov.uk/driving-theory-practical-test-fees,301,Currently redirects to en/Motoring/LearnerAndNewDrivers/LearningToDriveOrRide/DG_4022530,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
drugdrive,http://www.direct.gov.uk/drugdrive,http://drugdrive.direct.gov.uk,301,Currently redirects to http://drugdrive.direct.gov.uk,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
drugs,http://www.direct.gov.uk/drugs,https://www.gov.uk/moving-from-benefits-to-work/help-finding-and-staying-in-work,301,Currently redirects to en/Employment/Jobseekers/programmesandservices/DG_177456,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
dsa,http://www.direct.gov.uk/dsa,https://www.gov.uk/disabled-students-allowances-dsas,301,Currently redirects to en/DisabledPeople/EducationAndTraining/HigherEducation/DG_10034900,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
dsas,http://www.direct.gov.uk/dsas,https://www.gov.uk/disabled-students-allowances-dsas#overview,301,Currently redirects to en/DisabledPeople/EducationAndTraining/HigherEducation/DG_10034898,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
dsavideos,http://www.direct.gov.uk/dsavideos,http://www.youtube.com/dsagov,301,Currently redirects to http://www.youtube.com/dsagov,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,http://www.youtube.com/dsagov
dutyfree,http://www.direct.gov.uk/dutyfree,http://www.direct.gov.uk/en/Nl1/Newsroom/DG_173022,301,Currently redirects to en/Nl1/Newsroom/DG_173022,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
dvladataprotection,http://www.direct.gov.uk/dvladataprotection,https://www.gov.uk/browse/driving,301,"18/07/12 AK - no map to DVLA data protection so 410.

Currently redirects to en/Motoring/OwningAVehicle/AdviceOnKeepingYourVehicle/index.htm",content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
dvlalocal,http://www.direct.gov.uk/dvlalocal,https://www.gov.uk/contact-the-dvla,301,Currently redirects to en/Dl1/Directories/UsefulContactsByCategory/MotoringContacts/DG_10012974,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
dwe,http://www.direct.gov.uk/dwe,http://www.direct.gov.uk/en/Governmentcitizensandrights/Dealingwithemergencies/DG_175906,301,Currently redirects to en/Governmentcitizensandrights/Dealingwithemergencies/DG_175906,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
dwp040,http://www.direct.gov.uk/dwp040,http://www.direct.gov.uk/prod_consum_dg/groups/dg_digitalassets/@dg/@en/documents/digitalasset/dg_202573.pdf,301,15/10/12 AK - new PDFs and FURLs requested by DWP.,content-type status reviewed destination,alias closed no content,content-type:alias status:closed reviewed:no destination:content,""
dwpcharter,http://www.direct.gov.uk/dwpcharter,http://www.dwp.gov.uk/about-dwp/customer-delivery/,301,"Currently redirects to en/MoneyTaxAndBenefits/BenefitsTaxCreditsAndOtherSupport/BeginnersGuideToBenefits/DG_10021385

01/06 AK - advice only",content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
dwpleaflets,http://www.direct.gov.uk/dwpleaflets,https://forms.direct.gov.uk/forms/form/2305/en/dwp_information_line,301,Currently redirects to https://forms.direct.gov.uk/forms/form/2305/en/dwp_information_line,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
dwpsiarter,http://www.direct.gov.uk/dwpsiarter,https://www.gov.uk/cymraeg,301,Currently redirects to cy/MoneyTaxAndBenefits/BenefitsTaxCreditsAndOtherSupport/BeginnersGuideToBenefits/DG_10021385CY,content-type language site source status destination reviewed,alias cy directgov aliases closed gone-welsh no,content-type:alias language:cy site:directgov source:aliases status:closed destination:gone-welsh reviewed:no,http://www.dwp.gov.uk/cymraeg/about-dwp/customer-delivery/
dyfodolgwell,http://www.direct.gov.uk/dyfodolgwell,https://www.gov.uk/browse/working/workplace-personal-pensions,301,Currently redirects to http://betterfuture.direct.gov.uk/index-cy.html,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
e-learning : Directgov - Education and learning,http://www.direct.gov.uk/en/EducationAndLearning/AdultLearning/LearningOutsideTheClassroom/DG_4016860,"",410," Advice only

Information is elsewhere ",content-type section site source status reviewed destination,article education-and-learning directgov mapping-exercise closed no gone,content-type:article section:education-and-learning site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,https://nationalcareersservice.direct.gov.uk/advice/courses/typesoflearning/Pages/learningforleisure.aspx
e-petitions,http://www.direct.gov.uk/e-petitions,http://epetitions.direct.gov.uk,301,Currently redirects to http://epetitions.direct.gov.uk,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
ePassport gates now available at every major UK airport : Directgov - Newsroom,http://www.direct.gov.uk/en/Nl1/Newsroom/DG_198686,,410,"",content-type section site source status destination,article newsroom directgov mapping-exercise closed gone,content-type:article section:newsroom site:directgov source:mapping-exercise status:closed destination:gone,
eandl1,http://www.direct.gov.uk/eandl1,https://www.gov.uk/funding-for-postgraduate-study,301,"18/07/12 AK - updated mapping; review-o-matic.

Currently redirects to en/EducationAndLearning/UniversityAndHigherEducation/Postgraduates/DG_10012475",content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,
eandl3,http://www.direct.gov.uk/eandl3,https://www.gov.uk/grant-bursary-adult-learners,301,Currently redirects to en/EducationAndLearning/AdultLearning/FinancialHelpForAdultLearners/DG_10033132,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
eandl4,http://www.direct.gov.uk/eandl4,http://www.direct.gov.uk/en/EducationAndLearning/AdultLearning/TrainingAndWorkplaceLearning/DG_10033137,301,Currently redirects to en/EducationAndLearning/AdultLearning/TrainingAndWorkplaceLearning/DG_10033137,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
earlylearning,http://www.direct.gov.uk/earlylearning,https://www.gov.uk/help-with-childcare-costs/free-childcare-and-tax-credits,301,Currently redirects to en/Parents/Preschooldevelopmentandlearning/NurseriesPlaygroupsReceptionClasses/DG_10016103,content-type site source status destination reviewed,alias directgov aliases closed content no,content-type:alias site:directgov source:aliases status:closed destination:content reviewed:no,
earlyyears,http://www.direct.gov.uk/earlyyears,"",410,Currently redirects to en/Parents/Preschooldevelopmentandlearning/HelpingYourChildToLearn/index.htm,content-type site source status reviewed,alias directgov aliases closed no,content-type:alias site:directgov source:aliases status:closed reviewed:no,
ecosafedriving,http://www.direct.gov.uk/ecosafedriving,http://www.direct.gov.uk/en/Environmentandgreenerliving/Greenertravel/Greenercarsanddriving/index.htm,301,Currently redirects to en/Environmentandgreenerliving/Greenertravel/Greenercarsanddriving/index.htm?CID=EGL&PLA=url_mon&CRE=eco_safe_driving,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
ecotowns,http://www.direct.gov.uk/ecotowns,http://www.direct.gov.uk/en/campaigns/ecotowns/DG_171848,301,Currently redirects to en/campaigns/ecotowns/DG_171848,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,http://www.communities.gov.uk/publications/housing/ecotownsprospectus?view=Standard
ecotownshaveyoursay,http://www.direct.gov.uk/ecotownshaveyoursay,"",410,"24/10/12 AK - leave as is, awaiting 404 option. Campaign/consultation closed.

Currently redirects to http://ecotownsyoursay.direct.gov.uk",content-type site source status reviewed destination,alias directgov aliases closed yes gone,content-type:alias site:directgov source:aliases status:closed reviewed:yes destination:gone,""
ecotownsyoursay,http://www.direct.gov.uk/ecotownsyoursay,http://ecotownsyoursay.direct.gov.uk,301,Currently redirects to http://ecotownsyoursay.direct.gov.uk,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
educationnews,http://www.direct.gov.uk/educationnews,http://www.direct.gov.uk/en/Nl1/Newsroom/Educationnews/DG_182278,301,"24/10/12 AK - updated, forcing FURLs to resolve to original DG page so they can be passed to the NA.

Currently redirects to en/Nl1/Newsroom/Educationnews/DG_182278",content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
elections,http://www.direct.gov.uk/elections,https://www.gov.uk/browse/citizenship/voting,301,Currently redirects to en/Nl1/Newsroom/Elections_Voting/DG_185706,content-type site source status reviewed destination,alias directgov aliases closed no content,content-type:alias site:directgov source:aliases status:closed reviewed:no destination:content,""
